[2026-05-27 09:43:01] center-shift MMMD config: {"B_boot": 500, "alpha": 0.05, "checkpoint_path": "/home/dechao/kernel_two-sample/dechao_reproduction/pathmnist_center_shift_mmmd/shared_model/models/pathmnist_cnn_checkpoint.pt", "dataset": "PathMNIST-28", "inner_repetitions": 500, "labels": [6, 8], "methods": ["raw_pixel_gaussian5", "cnn_final_fc128_gaussian5", "cnn_multilayer_single_gaussian", "cnn_multilayer_gaussian15"], "n_grid": [20, 30, 50, 80, 100], "n_tests_per_cell_actual": 5000, "outer_repetitions": 10, "seed": 20260527, "settings": ["H1_source_vs_external"], "split_path": "/home/dechao/kernel_two-sample/dechao_reproduction/pathmnist_center_shift_mmmd/configs/center_shift_split_seed2026_holdout20.npz"}
[2026-05-27 09:43:04] extracting frozen CNN embeddings for source_holdout_pool
[2026-05-27 09:58:49] progress label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=100/500
[2026-05-27 09:58:50] progress label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=150/500
[2026-05-27 09:58:51] progress label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=200/500
[2026-05-27 09:58:52] progress label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=250/500
[2026-05-27 09:58:52] progress label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=300/500
[2026-05-27 09:58:53] progress label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=350/500
[2026-05-27 09:58:54] progress label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=400/500
[2026-05-27 09:58:55] progress label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=450/500
[2026-05-27 09:58:56] progress label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=500/500
[2026-05-27 09:59:01] finished label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_repetitions=500 in 13.67s
[2026-05-27 09:59:01] progress label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=1/500
[2026-05-27 09:59:02] progress label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=50/500
[2026-05-27 09:59:04] progress label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=100/500
[2026-05-27 09:59:05] progress label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=150/500
[2026-05-27 09:59:07] progress label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=200/500
[2026-05-27 09:59:08] progress label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=250/500
[2026-05-27 09:59:10] progress label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=300/500
[2026-05-27 09:59:12] progress label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=350/500
[2026-05-27 09:59:13] progress label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=400/500
[2026-05-27 09:59:15] progress label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=450/500
[2026-05-27 09:59:16] progress label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=500/500
[2026-05-27 09:59:21] finished label=8 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_repetitions=500 in 20.40s
[2026-05-27 09:59:21] progress label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=1/500
[2026-05-27 09:59:23] progress label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=50/500
[2026-05-27 09:59:24] progress label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=100/500
[2026-05-27 09:59:26] progress label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=150/500
[2026-05-27 09:59:27] progress label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=200/500
[2026-05-27 09:59:29] progress label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=250/500
[2026-05-27 09:59:30] progress label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=300/500
[2026-05-27 09:59:32] progress label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=350/500
[2026-05-27 09:59:34] progress label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=400/500
[2026-05-27 09:59:35] progress label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=450/500
[2026-05-27 09:59:37] progress label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=500/500
[2026-05-27 09:59:42] finished label=8 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_repetitions=500 in 20.57s
[2026-05-27 09:59:42] progress label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=1/500
[2026-05-27 09:59:43] progress label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=50/500
[2026-05-27 09:59:45] progress label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=100/500
[2026-05-27 09:59:46] progress label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=150/500
[2026-05-27 09:59:48] progress label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=200/500
[2026-05-27 09:59:50] progress label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=250/500
[2026-05-27 09:59:51] progress label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=300/500
[2026-05-27 09:59:53] progress label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=350/500
[2026-05-27 09:59:54] progress label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=400/500
[2026-05-27 09:59:56] progress label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=450/500
[2026-05-27 09:59:57] progress label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=500/500
[2026-05-27 10:00:02] finished label=8 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_repetitions=500 in 20.55s
[2026-05-27 10:00:02] progress label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=1/500
[2026-05-27 10:00:04] progress label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=50/500
[2026-05-27 10:00:05] progress label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=100/500
[2026-05-27 10:00:07] progress label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=150/500
[2026-05-27 10:00:09] progress label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=200/500
[2026-05-27 10:00:10] progress label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=250/500
[2026-05-27 10:00:12] progress label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=300/500
[2026-05-27 10:00:13] progress label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=350/500
[2026-05-27 10:00:15] progress label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=400/500
[2026-05-27 10:00:16] progress label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=450/500
[2026-05-27 10:00:18] progress label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=500/500
[2026-05-27 10:00:23] finished label=8 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_repetitions=500 in 20.89s
[2026-05-27 10:00:23] progress label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=1/500
[2026-05-27 10:00:25] progress label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=50/500
[2026-05-27 10:00:26] progress label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=100/500
[2026-05-27 10:00:28] progress label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=150/500
[2026-05-27 10:00:29] progress label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=200/500
[2026-05-27 10:00:31] progress label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=250/500
[2026-05-27 10:00:32] progress label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=300/500
[2026-05-27 10:00:34] progress label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=350/500
[2026-05-27 10:00:36] progress label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=400/500
[2026-05-27 10:00:37] progress label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=450/500
[2026-05-27 10:00:39] progress label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=500/500
[2026-05-27 10:00:44] finished label=8 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_repetitions=500 in 20.61s
[2026-05-27 10:00:44] progress label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=1/500
[2026-05-27 10:00:45] progress label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=50/500
[2026-05-27 10:00:47] progress label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=100/500
[2026-05-27 10:00:48] progress label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=150/500
[2026-05-27 10:00:50] progress label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=200/500
[2026-05-27 10:00:52] progress label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=250/500
[2026-05-27 10:00:53] progress label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=300/500
[2026-05-27 10:00:55] progress label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=350/500
[2026-05-27 10:00:56] progress label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=400/500
[2026-05-27 10:00:58] progress label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=450/500
[2026-05-27 10:00:59] progress label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=500/500
[2026-05-27 10:01:05] finished label=8 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_repetitions=500 in 21.46s
[2026-05-27 10:01:05] progress label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=1/500
[2026-05-27 10:01:07] progress label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=50/500
[2026-05-27 10:01:08] progress label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=100/500
[2026-05-27 10:01:10] progress label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=150/500
[2026-05-27 10:01:11] progress label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=200/500
[2026-05-27 10:01:13] progress label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=250/500
[2026-05-27 10:01:14] progress label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=300/500
[2026-05-27 10:01:16] progress label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=350/500
[2026-05-27 10:01:18] progress label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=400/500
[2026-05-27 10:01:19] progress label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=450/500
[2026-05-27 10:01:21] progress label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=500/500
[2026-05-27 10:01:27] finished label=8 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_repetitions=500 in 21.24s
[2026-05-27 10:01:27] progress label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=1/500
[2026-05-27 10:01:28] progress label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=50/500
[2026-05-27 10:01:30] progress label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=100/500
[2026-05-27 10:01:31] progress label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=150/500
[2026-05-27 10:01:33] progress label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=200/500
[2026-05-27 10:01:34] progress label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=250/500
[2026-05-27 10:01:36] progress label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=300/500
[2026-05-27 10:01:38] progress label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=350/500
[2026-05-27 10:01:39] progress label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=400/500
[2026-05-27 10:01:41] progress label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=450/500
[2026-05-27 10:01:42] progress label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=500/500
[2026-05-27 10:01:48] finished label=8 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_repetitions=500 in 21.92s
[2026-05-27 10:01:48] progress label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=1/500
[2026-05-27 10:01:50] progress label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=50/500
[2026-05-27 10:01:52] progress label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=100/500
[2026-05-27 10:01:53] progress label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=150/500
[2026-05-27 10:01:55] progress label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=200/500
[2026-05-27 10:01:56] progress label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=250/500
[2026-05-27 10:01:58] progress label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=300/500
[2026-05-27 10:01:59] progress label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=350/500
[2026-05-27 10:02:01] progress label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=400/500
[2026-05-27 10:02:03] progress label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=450/500
[2026-05-27 10:02:04] progress label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=500/500
[2026-05-27 10:02:10] finished label=8 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_repetitions=500 in 21.76s
[2026-05-27 10:02:10] progress label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=1/500
[2026-05-27 10:02:12] progress label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=50/500
[2026-05-27 10:02:13] progress label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=100/500
[2026-05-27 10:02:15] progress label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=150/500
[2026-05-27 10:02:17] progress label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=200/500
[2026-05-27 10:02:18] progress label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=250/500
[2026-05-27 10:02:20] progress label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=300/500
[2026-05-27 10:02:22] progress label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=350/500
[2026-05-27 10:02:23] progress label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=400/500
[2026-05-27 10:02:25] progress label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=450/500
[2026-05-27 10:02:26] progress label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=500/500
[2026-05-27 10:02:33] finished label=8 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_repetitions=500 in 22.33s
[2026-05-27 10:02:33] progress label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=1/500
[2026-05-27 10:02:35] progress label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=50/500
[2026-05-27 10:02:37] progress label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=100/500
[2026-05-27 10:02:40] progress label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=150/500
[2026-05-27 10:02:42] progress label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=200/500
[2026-05-27 10:02:44] progress label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=250/500
[2026-05-27 10:02:47] progress label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=300/500
[2026-05-27 10:02:49] progress label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=350/500
[2026-05-27 10:02:51] progress label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=400/500
[2026-05-27 10:02:54] progress label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=450/500
[2026-05-27 10:02:56] progress label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_iter=500/500
[2026-05-27 10:03:02] finished label=8 setting=H1_source_vs_external n=100 outer_iter=1/10 inner_repetitions=500 in 29.66s
[2026-05-27 10:03:02] progress label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=1/500
[2026-05-27 10:03:04] progress label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=50/500
[2026-05-27 10:03:07] progress label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=100/500
[2026-05-27 10:03:09] progress label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=150/500
[2026-05-27 10:03:11] progress label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=200/500
[2026-05-27 10:03:14] progress label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=250/500
[2026-05-27 10:03:16] progress label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=300/500
[2026-05-27 10:03:18] progress label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=350/500
[2026-05-27 10:03:20] progress label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=400/500
[2026-05-27 10:03:22] progress label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=450/500
[2026-05-27 10:03:25] progress label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_iter=500/500
[2026-05-27 10:03:31] finished label=8 setting=H1_source_vs_external n=100 outer_iter=2/10 inner_repetitions=500 in 29.19s
[2026-05-27 10:03:31] progress label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=1/500
[2026-05-27 10:03:34] progress label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=50/500
[2026-05-27 10:03:36] progress label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=100/500
[2026-05-27 10:03:38] progress label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=150/500
[2026-05-27 10:03:40] progress label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=200/500
[2026-05-27 10:03:43] progress label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=250/500
[2026-05-27 10:03:45] progress label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=300/500
[2026-05-27 10:03:47] progress label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=350/500
[2026-05-27 10:03:50] progress label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=400/500
[2026-05-27 10:03:52] progress label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=450/500
[2026-05-27 10:03:54] progress label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_iter=500/500
[2026-05-27 10:04:01] finished label=8 setting=H1_source_vs_external n=100 outer_iter=3/10 inner_repetitions=500 in 29.26s
[2026-05-27 10:04:01] progress label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=1/500
[2026-05-27 10:04:03] progress label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=50/500
[2026-05-27 10:04:05] progress label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=100/500
[2026-05-27 10:04:07] progress label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=150/500
[2026-05-27 10:04:10] progress label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=200/500
[2026-05-27 10:04:12] progress label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=250/500
[2026-05-27 10:04:14] progress label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=300/500
[2026-05-27 10:04:16] progress label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=350/500
[2026-05-27 10:04:19] progress label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=400/500
[2026-05-27 10:04:21] progress label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=450/500
[2026-05-27 10:04:23] progress label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_iter=500/500
[2026-05-27 10:04:30] finished label=8 setting=H1_source_vs_external n=100 outer_iter=4/10 inner_repetitions=500 in 29.20s
[2026-05-27 10:04:30] progress label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=1/500
[2026-05-27 10:04:32] progress label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=50/500
[2026-05-27 10:04:34] progress label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=100/500
[2026-05-27 10:04:37] progress label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=150/500
[2026-05-27 10:04:39] progress label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=200/500
[2026-05-27 10:04:41] progress label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=250/500
[2026-05-27 10:04:44] progress label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=300/500
[2026-05-27 10:04:46] progress label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=350/500
[2026-05-27 10:04:48] progress label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=400/500
[2026-05-27 10:04:50] progress label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=450/500
[2026-05-27 10:04:53] progress label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_iter=500/500
[2026-05-27 10:04:59] finished label=8 setting=H1_source_vs_external n=100 outer_iter=5/10 inner_repetitions=500 in 29.41s
[2026-05-27 10:04:59] progress label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=1/500
[2026-05-27 10:05:01] progress label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=50/500
[2026-05-27 10:05:04] progress label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=100/500
[2026-05-27 10:05:06] progress label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=150/500
[2026-05-27 10:05:08] progress label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=200/500
[2026-05-27 10:05:10] progress label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=250/500
[2026-05-27 10:05:13] progress label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=300/500
[2026-05-27 10:05:15] progress label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=350/500
[2026-05-27 10:05:17] progress label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=400/500
[2026-05-27 10:05:19] progress label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=450/500
[2026-05-27 10:05:22] progress label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_iter=500/500
[2026-05-27 10:05:29] finished label=8 setting=H1_source_vs_external n=100 outer_iter=6/10 inner_repetitions=500 in 29.30s
[2026-05-27 10:05:29] progress label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=1/500
[2026-05-27 10:05:31] progress label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=50/500
[2026-05-27 10:05:33] progress label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=100/500
[2026-05-27 10:05:35] progress label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=150/500
[2026-05-27 10:05:38] progress label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=200/500
[2026-05-27 10:05:40] progress label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=250/500
[2026-05-27 10:05:42] progress label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=300/500
[2026-05-27 10:05:44] progress label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=350/500
[2026-05-27 10:05:47] progress label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=400/500
[2026-05-27 10:05:49] progress label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=450/500
[2026-05-27 10:05:51] progress label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_iter=500/500
[2026-05-27 10:05:58] finished label=8 setting=H1_source_vs_external n=100 outer_iter=7/10 inner_repetitions=500 in 29.53s
[2026-05-27 10:05:58] progress label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=1/500
[2026-05-27 10:06:00] progress label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=50/500
[2026-05-27 10:06:03] progress label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=100/500
[2026-05-27 10:06:05] progress label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=150/500
[2026-05-27 10:06:07] progress label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=200/500
[2026-05-27 10:06:09] progress label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=250/500
[2026-05-27 10:06:12] progress label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=300/500
[2026-05-27 10:06:14] progress label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=350/500
[2026-05-27 10:06:16] progress label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=400/500
[2026-05-27 10:06:18] progress label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=450/500
[2026-05-27 10:06:21] progress label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_iter=500/500
[2026-05-27 10:06:27] finished label=8 setting=H1_source_vs_external n=100 outer_iter=8/10 inner_repetitions=500 in 29.19s
[2026-05-27 10:06:27] progress label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=1/500
[2026-05-27 10:06:30] progress label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=50/500
[2026-05-27 10:06:32] progress label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=100/500
[2026-05-27 10:06:34] progress label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=150/500
[2026-05-27 10:06:36] progress label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=200/500
[2026-05-27 10:06:39] progress label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=250/500
[2026-05-27 10:06:41] progress label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=300/500
[2026-05-27 10:06:43] progress label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=350/500
[2026-05-27 10:06:46] progress label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=400/500
[2026-05-27 10:06:48] progress label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=450/500
[2026-05-27 10:06:50] progress label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_iter=500/500
[2026-05-27 10:06:57] finished label=8 setting=H1_source_vs_external n=100 outer_iter=9/10 inner_repetitions=500 in 29.82s
[2026-05-27 10:06:57] progress label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=1/500
[2026-05-27 10:06:59] progress label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=50/500
